地區,ID,名稱,英文,家族名稱
▼地區-神奧,#447,利歐路,Riolu,路卡利歐
▼地區-神奧,#448,路卡利歐,Lucario,路卡利歐
▼地區-神奧,#449,沙河馬,Hippopotas,河馬獸
▼地區-神奧,#450,河馬獸,Hippowdon,河馬獸
▼地區-神奧,#451,鉗尾蠍,Skorupi,龍王蠍
▼地區-神奧,#452,龍王蠍,Drapion,龍王蠍
▼地區-神奧,#453,不良蛙,Croagunk,毒骷蛙
▼地區-神奧,#454,毒骷蛙,Toxicroak,毒骷蛙
▼地區-神奧,#455,尖牙籠,Carnivine,尖牙籠
▼地區-神奧,#456,螢光魚,Finneon,霓虹魚
▼地區-神奧,#457,霓虹魚,Lumineon,霓虹魚
▼地區-神奧,#458,小球飛魚,Mantyke,巨翅飛魚
▼地區-神奧,#459,雪笠怪,Snover,暴雪王
▼地區-神奧,#460,暴雪王,Abomasnow,暴雪王
▼地區-神奧,#461,瑪狃拉,Weavile,瑪狃拉
▼地區-神奧,#462,自爆磁怪,Magnezone,自爆磁怪
▼地區-神奧,#463,大舌舔,Lickilicky,大舌舔
▼地區-神奧,#464,超甲狂犀,Rhyperior,超甲狂犀
▼地區-神奧,#465,巨蔓藤,Tangrowth,巨蔓藤
▼地區-神奧,#466,電擊魔獸,Electivire,電擊魔獸
▼地區-神奧,#467,鴨嘴炎獸,Magmortar,鴨嘴炎獸
▼地區-神奧,#468,波克基斯,Togekiss,波克基斯
▼地區-神奧,#469,遠古巨蜓,Yanmega,遠古巨蜓
▼地區-神奧,#470,葉伊布,Leafeon,葉伊布
▼地區-神奧,#471,冰伊布,Glaceon,冰伊布
▼地區-神奧,#472,天蠍王,Gliscor,天蠍王
▼地區-神奧,#473,象牙豬,Mamoswine,象牙豬
▼地區-神奧,#474,多邊獸Ｚ,Porygon-Z,多邊獸Ｚ
▼地區-神奧,#475,艾路雷朵,Gallade,艾路雷朵
▼地區-神奧,#476,大朝北鼻,Probopass,大朝北鼻
▼地區-神奧,#477,黑夜魔靈,Dusknoir,黑夜魔靈
▼地區-神奧,#478,雪妖女,Froslass,雪妖女
▼地區-神奧,#479,洛托姆,Rotom,洛托姆
▼地區-神奧,#480,由克希,Uxie,由克希
▼地區-神奧,#481,艾姆利多,Mesprit,艾姆利多
▼地區-神奧,#482,亞克諾姆,Azelf,亞克諾姆
▼地區-神奧,#483,帝牙盧卡,Dialga,帝牙盧卡
▼地區-神奧,#484,帕路奇亞,Palkia,帕路奇亞
▼地區-神奧,#485,席多藍恩,Heatran,席多藍恩
▼地區-神奧,#486,雷吉奇卡斯,Regigigas,雷吉奇卡斯
▼地區-神奧,#487,騎拉帝納,Giratina,騎拉帝納
▼地區-神奧,#488,克雷色利亞,Cresselia,克雷色利亞
▼地區-神奧,#489,霏歐納,Phione,霏歐納
▼地區-神奧,#490,瑪納霏,Manaphy,瑪納霏
▼地區-神奧,#491,達克萊伊,Darkrai,達克萊伊
▼地區-神奧,#492,謝米,Shaymin,謝米
▼地區-神奧,#493,阿爾宙斯,Arceus,阿爾宙斯
▼地區-合眾,#494,比克提尼,Victini,比克提尼
▼地區-合眾,#495,藤藤蛇,Snivy,君主蛇
▼地區-合眾,#496,青藤蛇,Servine,君主蛇
▼地區-合眾,#497,君主蛇,Serperior,君主蛇
▼地區-合眾,#498,暖暖豬,Tepig,炎武王
▼地區-合眾,#499,炒炒豬,Pignite,炎武王
▼地區-合眾,#500,炎武王,Emboar,炎武王
▼地區-合眾,#501,水水獺,Oshawott,大劍鬼-洗翠
▼地區-合眾,#502,雙刃丸,Dewott,大劍鬼-洗翠
▼地區-合眾,#503,大劍鬼,Samurott,大劍鬼-合眾
▼地區-合眾,#504,探探鼠,Patrat,步哨鼠
▼地區-合眾,#505,步哨鼠,Watchog,步哨鼠
▼地區-合眾,#506,小約克,Lillipup,長毛狗
▼地區-合眾,#507,哈約克,Herdier,長毛狗
▼地區-合眾,#508,長毛狗,Stoutland,長毛狗
▼地區-合眾,#509,扒手貓,Purrloin,酷豹
▼地區-合眾,#510,酷豹,Liepard,酷豹
▼地區-合眾,#511,花椰猴,Pansage,花椰猿
▼地區-合眾,#512,花椰猿,Simisage,花椰猿
▼地區-合眾,#513,爆香猴,Pansear,爆香猿
▼地區-合眾,#514,爆香猿,Simisear,爆香猿
▼地區-合眾,#515,冷水猴,Panpour,冷水猿
▼地區-合眾,#516,冷水猿,Simipour,冷水猿
▼地區-合眾,#517,食夢夢,Munna,夢夢蝕
▼地區-合眾,#518,夢夢蝕,Musharna,夢夢蝕
▼地區-合眾,#519,豆豆鴿,Pidove,高傲雉雞
▼地區-合眾,#520,咕咕鴿,Tranquill,高傲雉雞
▼地區-合眾,#521,高傲雉雞,Unfezant,高傲雉雞
▼地區-合眾,#522,斑斑馬,Blitzle,雷電斑馬
▼地區-合眾,#523,雷電斑馬,Zebstrika,雷電斑馬
▼地區-合眾,#524,石丸子,Roggenrola,龐岩怪
▼地區-合眾,#525,地幔岩,Boldore,龐岩怪
▼地區-合眾,#526,龐岩怪,Gigalith,龐岩怪
▼地區-合眾,#527,滾滾蝙蝠,Woobat,心蝙蝠
▼地區-合眾,#528,心蝙蝠,Swoobat,心蝙蝠
▼地區-合眾,#529,螺釘地鼠,Drilbur,龍頭地鼠
▼地區-合眾,#530,龍頭地鼠,Excadrill,龍頭地鼠
▼地區-合眾,#531,差不多娃娃,Audino,差不多娃娃
▼地區-合眾,#532,搬運小匠,Timburr,修建老匠
▼地區-合眾,#533,鐵骨土人,Gurdurr,修建老匠
▼地區-合眾,#534,修建老匠,Conkeldurr,修建老匠
▼地區-合眾,#535,圓蝌蚪,Tympole,蟾蜍王
▼地區-合眾,#536,藍蟾蜍,Palpitoad,蟾蜍王
▼地區-合眾,#537,蟾蜍王,Seismitoad,蟾蜍王
▼地區-合眾,#538,投摔鬼,Throh,投摔鬼
▼地區-合眾,#539,打擊鬼,Sawk,打擊鬼
▼地區-合眾,#540,蟲寶包,Sewaddle,保母蟲
▼地區-合眾,#541,寶包繭,Swadloon,保母蟲
▼地區-合眾,#542,保母蟲,Leavanny,保母蟲
▼地區-合眾,#543,百足蜈蚣,Venipede,蜈蚣王
▼地區-合眾,#544,車輪毬,Whirlipede,蜈蚣王
▼地區-合眾,#545,蜈蚣王,Scolipede,蜈蚣王
▼地區-合眾,#546,木棉球,Cottonee,風妖精
▼地區-合眾,#547,風妖精,Whimsicott,風妖精
▼地區-合眾,#548,百合根娃娃,Petilil,裙兒小姐-洗翠
▼地區-合眾,#549,裙兒小姐,Lilligant,裙兒小姐-合眾
▼地區-合眾,#550,野蠻鱸魚,Basculin,野蠻鱸魚
▼地區-合眾,#551,黑眼鱷,Sandile,流氓鱷
▼地區-合眾,#552,混混鱷,Krokorok,流氓鱷
▼地區-合眾,#553,流氓鱷,Krookodile,流氓鱷
▼地區-合眾,#554,火紅不倒翁,Darumaka,達摩狒狒-合眾
▼地區-合眾,#555,達摩狒狒,Darmanitan,達摩狒狒-合眾
▼地區-合眾,#556,沙鈴仙人掌,Maractus,沙鈴仙人掌
▼地區-合眾,#557,石居蟹,Dwebble,岩殿居蟹
▼地區-合眾,#558,岩殿居蟹,Crustle,岩殿居蟹
▼地區-合眾,#559,滑滑小子,Scraggy,頭巾混混
▼地區-合眾,#560,頭巾混混,Scrafty,頭巾混混
▼地區-合眾,#561,象徵鳥,Sigilyph,象徵鳥
▼地區-合眾,#562,哭哭面具,Yamask,死神棺
▼地區-合眾,#563,死神棺,Cofagrigus,死神棺
▼地區-合眾,#564,原蓋海龜,Tirtouga,肋骨海龜
▼地區-合眾,#565,肋骨海龜,Carracosta,肋骨海龜
▼地區-合眾,#566,始祖小鳥,Archen,始祖大鳥
▼地區-合眾,#567,始祖大鳥,Archeops,始祖大鳥
▼地區-合眾,#568,破破袋,Trubbish,灰塵山
▼地區-合眾,#569,灰塵山,Garbodor,灰塵山
▼地區-合眾,#570,索羅亞,Zorua,索羅亞克-合眾
▼地區-合眾,#571,索羅亞克,Zoroark,索羅亞克-合眾
▼地區-合眾,#572,泡沫栗鼠,Minccino,奇諾栗鼠
▼地區-合眾,#573,奇諾栗鼠,Cinccino,奇諾栗鼠
▼地區-合眾,#574,哥德寶寶,Gothita,哥德小姐
▼地區-合眾,#575,哥德小童,Gothorita,哥德小姐
▼地區-合眾,#576,哥德小姐,Gothitelle,哥德小姐
▼地區-合眾,#577,單卵細胞球,Solosis,人造細胞卵
▼地區-合眾,#578,雙卵細胞球,Duosion,人造細胞卵
▼地區-合眾,#579,人造細胞卵,Reuniclus,人造細胞卵
▼地區-合眾,#580,鴨寶寶,Ducklett,舞天鵝
▼地區-合眾,#581,舞天鵝,Swanna,舞天鵝
▼地區-合眾,#582,迷你冰,Vanillite,雙倍多多冰
▼地區-合眾,#583,多多冰,Vanillish,雙倍多多冰
▼地區-合眾,#584,雙倍多多冰,Vanilluxe,雙倍多多冰
▼地區-合眾,#585,四季鹿,Deerling,萌芽鹿
▼地區-合眾,#586,萌芽鹿,Sawsbuck,萌芽鹿
▼地區-合眾,#587,電飛鼠,Emolga,電飛鼠
▼地區-合眾,#588,蓋蓋蟲,Karrablast,騎士蝸牛
▼地區-合眾,#589,騎士蝸牛,Escavalier,騎士蝸牛
▼地區-合眾,#590,哎呀球菇,Foongus,敗露球菇
▼地區-合眾,#591,敗露球菇,Amoonguss,敗露球菇
▼地區-合眾,#592,輕飄飄,Frillish,胖嘟嘟
▼地區-合眾,#593,胖嘟嘟,Jellicent,胖嘟嘟
▼地區-合眾,#594,保母曼波,Alomomola,保母曼波
▼地區-合眾,#595,電電蟲,Joltik,電蜘蛛
▼地區-合眾,#596,電蜘蛛,Galvantula,電蜘蛛
▼地區-合眾,#597,種子鐵球,Ferroseed,堅果啞鈴
▼地區-合眾,#598,堅果啞鈴,Ferrothorn,堅果啞鈴
▼地區-合眾,#599,齒輪兒,Klink,齒輪怪
▼地區-合眾,#600,齒輪組,Klang,齒輪怪
▼地區-合眾,#601,齒輪怪,Klinklang,齒輪怪
▼地區-合眾,#602,麻麻小魚,Tynamo,麻麻鰻魚王
▼地區-合眾,#603,麻麻鰻,Eelektrik,麻麻鰻魚王
▼地區-合眾,#604,麻麻鰻魚王,Eelektross,麻麻鰻魚王
▼地區-合眾,#605,小灰怪,Elgyem,大宇怪
▼地區-合眾,#606,大宇怪,Beheeyem,大宇怪
▼地區-合眾,#607,燭光靈,Litwick,水晶燈火靈
▼地區-合眾,#608,燈火幽靈,Lampent,水晶燈火靈
▼地區-合眾,#609,水晶燈火靈,Chandelure,水晶燈火靈
▼地區-合眾,#610,牙牙,Axew,雙斧戰龍
▼地區-合眾,#611,斧牙龍,Fraxure,雙斧戰龍
▼地區-合眾,#612,雙斧戰龍,Haxorus,雙斧戰龍
▼地區-合眾,#613,噴嚏熊,Cubchoo,凍原熊
▼地區-合眾,#614,凍原熊,Beartic,凍原熊
▼地區-合眾,#615,幾何雪花,Cryogonal,幾何雪花
▼地區-合眾,#616,小嘴蝸,Shelmet,敏捷蟲
▼地區-合眾,#617,敏捷蟲,Accelgor,敏捷蟲
▼地區-合眾,#618,泥巴魚,Stunfisk,泥巴魚-合眾
▼地區-合眾,#619,功夫鼬,Mienfoo,師父鼬
▼地區-合眾,#620,師父鼬,Mienshao,師父鼬
▼地區-合眾,#621,赤面龍,Druddigon,赤面龍
▼地區-合眾,#622,泥偶小人,Golett,泥偶巨人
▼地區-合眾,#623,泥偶巨人,Golurk,泥偶巨人
▼地區-合眾,#624,駒刀小兵,Pawniard,劈斬司令
▼地區-合眾,#625,劈斬司令,Bisharp,劈斬司令
▼地區-合眾,#626,爆炸頭水牛,Bouffalant,爆炸頭水牛
▼地區-合眾,#627,毛頭小鷹,Rufflet,勇士雄鷹-洗翠
▼地區-合眾,#628,勇士雄鷹,Braviary,勇士雄鷹-合眾
▼地區-合眾,#629,禿鷹丫頭,Vullaby,禿鷹娜
▼地區-合眾,#630,禿鷹娜,Mandibuzz,禿鷹娜
▼地區-合眾,#631,熔蟻獸,Heatmor,熔蟻獸
▼地區-合眾,#632,鐵蟻,Durant,鐵蟻
▼地區-合眾,#633,單首龍,Deino,三首惡龍
▼地區-合眾,#634,雙首暴龍,Zweilous,三首惡龍
▼地區-合眾,#635,三首惡龍,Hydreigon,三首惡龍
▼地區-合眾,#636,燃燒蟲,Larvesta,火神蛾
▼地區-合眾,#637,火神蛾,Volcarona,火神蛾
▼地區-合眾,#638,勾帕路翁,Cobalion,勾帕路翁
▼地區-合眾,#639,代拉基翁,Terrakion,代拉基翁
▼地區-合眾,#640,畢力吉翁,Virizion,畢力吉翁
▼地區-合眾,#641,龍捲雲,Tornadus,龍捲雲
▼地區-合眾,#642,雷電雲,Thundurus,雷電雲
▼地區-合眾,#643,萊希拉姆,Reshiram,萊希拉姆
▼地區-合眾,#644,捷克羅姆,Zekrom,捷克羅姆
▼地區-合眾,#645,土地雲,Landorus,土地雲
▼地區-合眾,#646,酋雷姆,Kyurem,酋雷姆
▼地區-合眾,#647,凱路迪歐,Keldeo,凱路迪歐
▼地區-合眾,#648,美洛耶塔,Meloetta,美洛耶塔
▼地區-合眾,#649,蓋諾賽克特,Genesect,蓋諾賽克特
▼地區-卡洛斯,#650,哈力栗,Chespin,布里卡隆
▼地區-卡洛斯,#651,胖胖哈力,Quilladin,布里卡隆
▼地區-卡洛斯,#652,布里卡隆,Chesnaught,布里卡隆
▼地區-卡洛斯,#653,火狐狸,Fennekin,妖火紅狐
▼地區-卡洛斯,#654,長尾火狐,Braixen,妖火紅狐
▼地區-卡洛斯,#655,妖火紅狐,Delphox,妖火紅狐
▼地區-卡洛斯,#656,呱呱泡蛙,Froakie,甲賀忍蛙
▼地區-卡洛斯,#657,呱頭蛙,Frogadier,甲賀忍蛙
▼地區-卡洛斯,#658,甲賀忍蛙,Greninja,甲賀忍蛙
▼地區-卡洛斯,#659,掘掘兔,Bunnelby,掘地兔
▼地區-卡洛斯,#660,掘地兔,Diggersby,掘地兔
▼地區-卡洛斯,#661,小箭雀,Fletchling,烈箭鷹
▼地區-卡洛斯,#662,火箭雀,Fletchinder,烈箭鷹
▼地區-卡洛斯,#663,烈箭鷹,Talonflame,烈箭鷹
▼地區-卡洛斯,#664,粉蝶蟲,Scatterbug,彩粉蝶
▼地區-卡洛斯,#665,粉蝶蛹,Spewpa,彩粉蝶
▼地區-卡洛斯,#666,彩粉蝶,Vivillon,彩粉蝶
▼地區-卡洛斯,#667,小獅獅,Litleo,火炎獅
▼地區-卡洛斯,#668,火炎獅,Pyroar,火炎獅
▼地區-卡洛斯,#669,花蓓蓓,Flabébé,花潔夫人
▼地區-卡洛斯,#670,花葉蒂,Floette,花潔夫人
▼地區-卡洛斯,#671,花潔夫人,Florges,花潔夫人
▼地區-卡洛斯,#672,坐騎小羊,Skiddo,坐騎山羊
▼地區-卡洛斯,#673,坐騎山羊,Gogoat,坐騎山羊
▼地區-卡洛斯,#674,頑皮熊貓,Pancham,流氓熊貓
▼地區-卡洛斯,#675,流氓熊貓,Pangoro,流氓熊貓
▼地區-卡洛斯,#676,多麗米亞,Furfrou,多麗米亞
▼地區-卡洛斯,#677,妙喵,Espurr,超能妙喵
▼地區-卡洛斯,#678,超能妙喵,Meowstic,超能妙喵
▼地區-卡洛斯,#679,獨劍鞘,Honedge,堅盾劍怪
▼地區-卡洛斯,#680,雙劍鞘,Doublade,堅盾劍怪
▼地區-卡洛斯,#681,堅盾劍怪,Aegislash,堅盾劍怪
▼地區-卡洛斯,#682,粉香香,Spritzee,芳香精
▼地區-卡洛斯,#683,芳香精,Aromatisse,芳香精
▼地區-卡洛斯,#684,綿綿泡芙,Swirlix,胖甜妮
▼地區-卡洛斯,#685,胖甜妮,Slurpuff,胖甜妮
▼地區-卡洛斯,#686,好啦魷,Inkay,烏賊王
▼地區-卡洛斯,#687,烏賊王,Malamar,烏賊王
▼地區-卡洛斯,#688,龜腳腳,Binacle,龜足巨鎧
▼地區-卡洛斯,#689,龜足巨鎧,Barbaracle,龜足巨鎧
▼地區-卡洛斯,#690,垃垃藻,Skrelp,毒藻龍
▼地區-卡洛斯,#691,毒藻龍,Dragalge,毒藻龍
▼地區-卡洛斯,#692,鐵臂槍蝦,Clauncher,鋼炮臂蝦
▼地區-卡洛斯,#693,鋼炮臂蝦,Clawitzer,鋼炮臂蝦
▼地區-卡洛斯,#694,傘電蜥,Helioptile,光電傘蜥
▼地區-卡洛斯,#695,光電傘蜥,Heliolisk,光電傘蜥
▼地區-卡洛斯,#696,寶寶暴龍,Tyrunt,怪顎龍
▼地區-卡洛斯,#697,怪顎龍,Tyrantrum,怪顎龍
▼地區-卡洛斯,#698,冰雪龍,Amaura,冰雪巨龍
▼地區-卡洛斯,#699,冰雪巨龍,Aurorus,冰雪巨龍
▼地區-卡洛斯,#700,仙子伊布,Sylveon,仙子伊布
▼地區-卡洛斯,#701,摔角鷹人,Hawlucha,摔角鷹人
▼地區-卡洛斯,#702,咚咚鼠,Dedenne,咚咚鼠
▼地區-卡洛斯,#703,小碎鑽,Carbink,小碎鑽
▼地區-卡洛斯,#704,黏黏寶,Goomy,黏美龍-洗翠
▼地區-卡洛斯,#705,黏美兒,Sliggoo,黏美龍-卡洛斯
▼地區-卡洛斯,#706,黏美龍,Goodra,黏美龍-卡洛斯
▼地區-卡洛斯,#707,鑰圈兒,Klefki,鑰圈兒
▼地區-卡洛斯,#708,小木靈,Phantump,朽木妖
▼地區-卡洛斯,#709,朽木妖,Trevenant,朽木妖
▼地區-卡洛斯,#710,南瓜精,Pumpkaboo,南瓜怪人
▼地區-卡洛斯,#711,南瓜怪人,Gourgeist,南瓜怪人
▼地區-卡洛斯,#712,冰寶,Bergmite,冰岩怪-洗翠
▼地區-卡洛斯,#713,冰岩怪,Avalugg,冰岩怪-卡洛斯
▼地區-卡洛斯,#714,嗡蝠,Noibat,音波龍
▼地區-卡洛斯,#715,音波龍,Noivern,音波龍
▼地區-卡洛斯,#716,哲爾尼亞斯,Xerneas,哲爾尼亞斯
▼地區-卡洛斯,#717,伊裴爾塔爾,Yveltal,伊裴爾塔爾
▼地區-卡洛斯,#718,基格爾德,Zygarde,基格爾德
▼地區-卡洛斯,#719,蒂安希,Diancie,蒂安希
▼地區-卡洛斯,#720,胡帕,Hoopa,胡帕
▼地區-卡洛斯,#721,波爾凱尼恩,Volcanion,波爾凱尼恩
▼地區-阿羅拉,#722,木木梟,Rowlet,狙射樹梟-洗翠
▼地區-阿羅拉,#723,投羽梟,Dartrix,狙射樹梟-洗翠
▼地區-阿羅拉,#724,狙射樹梟,Decidueye,狙射樹梟-阿羅拉
▼地區-阿羅拉,#725,火斑喵,Litten,熾焰咆哮虎
▼地區-阿羅拉,#726,炎熱喵,Torracat,熾焰咆哮虎
▼地區-阿羅拉,#727,熾焰咆哮虎,Incineroar,熾焰咆哮虎
▼地區-阿羅拉,#728,球球海獅,Popplio,西獅海壬
▼地區-阿羅拉,#729,花漾海獅,Brionne,西獅海壬
▼地區-阿羅拉,#730,西獅海壬,Primarina,西獅海壬
▼地區-阿羅拉,#731,小篤兒,Pikipek,銃嘴大鳥
▼地區-阿羅拉,#732,喇叭啄鳥,Trumbeak,銃嘴大鳥
▼地區-阿羅拉,#733,銃嘴大鳥,Toucannon,銃嘴大鳥
▼地區-阿羅拉,#734,貓鼬少,Yungoos,貓鼬探長
▼地區-阿羅拉,#735,貓鼬探長,Gumshoos,貓鼬探長
▼地區-阿羅拉,#736,強顎雞母蟲,Grubbin,鍬農炮蟲
▼地區-阿羅拉,#737,蟲電寶,Charjabug,鍬農炮蟲
▼地區-阿羅拉,#738,鍬農炮蟲,Vikavolt,鍬農炮蟲
▼地區-阿羅拉,#739,好勝蟹,Crabrawler,好勝毛蟹
▼地區-阿羅拉,#740,好勝毛蟹,Crabominable,好勝毛蟹
▼地區-阿羅拉,#741,花舞鳥,Oricorio,花舞鳥
▼地區-阿羅拉,#742,萌虻,Cutiefly,蝶結萌虻
▼地區-阿羅拉,#743,蝶結萌虻,Ribombee,蝶結萌虻
▼地區-阿羅拉,#744,岩狗狗,Rockruff,鬃岩狼人-dusk form
▼地區-阿羅拉,#745,鬃岩狼人,Lycanroc,
▼地區-阿羅拉,#746,弱丁魚,Wishiwashi,弱丁魚
▼地區-阿羅拉,#747,好壞星,Mareanie,超壞星
▼地區-阿羅拉,#748,超壞星,Toxapex,超壞星
▼地區-阿羅拉,#749,泥驢仔,Mudbray,重泥挽馬
▼地區-阿羅拉,#750,重泥挽馬,Mudsdale,重泥挽馬
▼地區-阿羅拉,#751,滴蛛,Dewpider,滴蛛霸
▼地區-阿羅拉,#752,滴蛛霸,Araquanid,滴蛛霸
▼地區-阿羅拉,#753,偽螳草,Fomantis,蘭螳花
▼地區-阿羅拉,#754,蘭螳花,Lurantis,蘭螳花
▼地區-阿羅拉,#755,睡睡菇,Morelull,燈罩夜菇
▼地區-阿羅拉,#756,燈罩夜菇,Shiinotic,燈罩夜菇
▼地區-阿羅拉,#757,夜盜火蜥,Salandit,焰后蜥
▼地區-阿羅拉,#758,焰后蜥,Salazzle,焰后蜥
▼地區-阿羅拉,#759,童偶熊,Stufful,穿著熊
▼地區-阿羅拉,#760,穿著熊,Bewear,穿著熊
▼地區-阿羅拉,#761,甜竹竹,Bounsweet,甜冷美后
▼地區-阿羅拉,#762,甜舞妮,Steenee,甜冷美后
▼地區-阿羅拉,#763,甜冷美后,Tsareena,甜冷美后
▼地區-阿羅拉,#764,花療環環,Comfey,花療環環
▼地區-阿羅拉,#765,智揮猩,Oranguru,智揮猩
▼地區-阿羅拉,#766,投擲猴,Passimian,投擲猴
▼地區-阿羅拉,#767,膽小蟲,Wimpod,具甲武者
▼地區-阿羅拉,#768,具甲武者,Golisopod,具甲武者
▼地區-阿羅拉,#769,沙丘娃,Sandygast,噬沙堡爺
▼地區-阿羅拉,#770,噬沙堡爺,Palossand,噬沙堡爺
▼地區-阿羅拉,#771,拳海參,Pyukumuku,拳海參
▼地區-阿羅拉,#772,屬性：空,Type: Null,銀伴戰獸
▼地區-阿羅拉,#773,銀伴戰獸,Silvally,銀伴戰獸
▼地區-阿羅拉,#774,小隕星,Minior,小隕星
▼地區-阿羅拉,#775,樹枕尾熊,Komala,樹枕尾熊
▼地區-阿羅拉,#776,爆焰龜獸,Turtonator,爆焰龜獸
▼地區-阿羅拉,#777,托戈德瑪爾,Togedemaru,托戈德瑪爾
▼地區-阿羅拉,#778,謎擬Ｑ,Mimikyu,謎擬Ｑ
▼地區-阿羅拉,#779,磨牙彩皮魚,Bruxish,磨牙彩皮魚
▼地區-阿羅拉,#780,老翁龍,Drampa,老翁龍
▼地區-阿羅拉,#781,破破舵輪,Dhelmise,破破舵輪
▼地區-阿羅拉,#782,心鱗寶,Jangmo-o,杖尾鱗甲龍
▼地區-阿羅拉,#783,鱗甲龍,Hakamo-o,杖尾鱗甲龍
▼地區-阿羅拉,#784,杖尾鱗甲龍,Kommo-o,杖尾鱗甲龍
▼地區-阿羅拉,#785,卡璞・鳴鳴,Tapu Koko,卡璞・鳴鳴
▼地區-阿羅拉,#786,卡璞・蝶蝶,Tapu Lele,卡璞・蝶蝶
▼地區-阿羅拉,#787,卡璞・哞哞,Tapu Bulu,卡璞・哞哞
▼地區-阿羅拉,#788,卡璞・鰭鰭,Tapu Fini,卡璞・鰭鰭
▼地區-阿羅拉,#789,科斯莫古,Cosmog,索爾迦雷歐
▼地區-阿羅拉,#790,科斯莫姆,Cosmoem,索爾迦雷歐
▼地區-阿羅拉,#791,索爾迦雷歐,Solgaleo,索爾迦雷歐
▼地區-阿羅拉,#792,露奈雅拉,Lunala,露奈雅拉
▼地區-阿羅拉,#793,虛吾伊德,Nihilego,虛吾伊德
▼地區-阿羅拉,#794,爆肌蚊,Buzzwole,爆肌蚊
▼地區-阿羅拉,#795,費洛美螂,Pheromosa,費洛美螂
▼地區-阿羅拉,#796,電束木,Xurkitree,電束木
▼地區-阿羅拉,#797,鐵火輝夜,Celesteela,鐵火輝夜
▼地區-阿羅拉,#798,紙御劍,Kartana,紙御劍
▼地區-阿羅拉,#799,惡食大王,Guzzlord,惡食大王
▼地區-阿羅拉,#800,奈克洛茲瑪,Necrozma,奈克洛茲瑪
▼地區-阿羅拉,#801,瑪機雅娜,Magearna,瑪機雅娜
▼地區-阿羅拉,#802,瑪夏多,Marshadow,瑪夏多
▼地區-阿羅拉,#803,毒貝比,Poipole,四顎針龍
▼地區-阿羅拉,#804,四顎針龍,Naganadel,四顎針龍
▼地區-阿羅拉,#805,壘磊石,Stakataka,壘磊石
▼地區-阿羅拉,#806,砰頭小丑,Blacephalon,砰頭小丑
▼地區-阿羅拉,#807,捷拉奧拉,Zeraora,捷拉奧拉
▼地區-伽勒爾,#808,美錄坦,Meltan,美錄梅塔
▼地區-伽勒爾,#809,美錄梅塔,Melmetal,美錄梅塔
▼地區-伽勒爾,#810,敲音猴,Grookey,轟擂金剛猩
▼地區-伽勒爾,#811,啪咚猴,Thwackey,轟擂金剛猩
▼地區-伽勒爾,#812,轟擂金剛猩,Rillaboom,轟擂金剛猩
▼地區-伽勒爾,#813,炎兔兒,Scorbunny,閃焰王牌
▼地區-伽勒爾,#814,騰蹴小將,Raboot,閃焰王牌
▼地區-伽勒爾,#815,閃焰王牌,Cinderace,閃焰王牌
▼地區-伽勒爾,#816,淚眼蜥,Sobble,千面避役
▼地區-伽勒爾,#817,變澀蜥,Drizzile,千面避役
▼地區-伽勒爾,#818,千面避役,Inteleon,千面避役
▼地區-伽勒爾,#819,貪心栗鼠,Skwovet,藏飽栗鼠
▼地區-伽勒爾,#820,藏飽栗鼠,Greedent,藏飽栗鼠
▼地區-伽勒爾,#821,稚山雀,Rookidee,鋼鎧鴉
▼地區-伽勒爾,#822,藍鴉,Corvisquire,鋼鎧鴉
▼地區-伽勒爾,#823,鋼鎧鴉,Corviknight,鋼鎧鴉
▼地區-伽勒爾,#824,索偵蟲,Blipbug,以歐路普
▼地區-伽勒爾,#825,天罩蟲,Dottler,以歐路普
▼地區-伽勒爾,#826,以歐路普,Orbeetle,以歐路普
▼地區-伽勒爾,#827,偷兒狐,Nickit,狐大盜
▼地區-伽勒爾,#828,狐大盜,Thievul,狐大盜
▼地區-伽勒爾,#829,幼棉棉,Gossifleur,白蓬蓬
▼地區-伽勒爾,#830,白蓬蓬,Eldegoss,白蓬蓬
▼地區-伽勒爾,#831,毛辮羊,Wooloo,毛毛角羊
▼地區-伽勒爾,#832,毛毛角羊,Dubwool,毛毛角羊
▼地區-伽勒爾,#833,咬咬龜,Chewtle,暴噬龜
▼地區-伽勒爾,#834,暴噬龜,Drednaw,暴噬龜
▼地區-伽勒爾,#835,來電汪,Yamper,逐電犬
▼地區-伽勒爾,#836,逐電犬,Boltund,逐電犬
▼地區-伽勒爾,#837,小炭仔,Rolycoly,巨炭山
▼地區-伽勒爾,#838,大炭車,Carkol,巨炭山
▼地區-伽勒爾,#839,巨炭山,Coalossal,巨炭山
▼地區-伽勒爾,#840,啃果蟲,Applin,豐蜜龍
▼地區-伽勒爾,#841,蘋裹龍,Flapple,蘋裹龍
▼地區-伽勒爾,#842,豐蜜龍,Appletun,豐蜜龍
▼地區-伽勒爾,#843,沙包蛇,Silicobra,沙螺蟒
▼地區-伽勒爾,#844,沙螺蟒,Sandaconda,沙螺蟒
▼地區-伽勒爾,#845,古月鳥,Cramorant,古月鳥
▼地區-伽勒爾,#846,刺梭魚,Arrokuda,戽斗尖梭
▼地區-伽勒爾,#847,戽斗尖梭,Barraskewda,戽斗尖梭
▼地區-伽勒爾,#848,毒電嬰,Toxel,顫弦蠑螈
▼地區-伽勒爾,#849,顫弦蠑螈,Toxtricity,顫弦蠑螈
